,date,latitude,longitude,coordinates,block,address_accuracy,num_mosquitos,wnv_present,year,month,day,week,day_of_week,station,tmax,tmin,tavg,depart,dew_point,wet_bulb,sunrise,sunset,precip_total,stn_pressure,sea_level,result_speed,result_dir,avg_speed,heat_cool,normal,BR,DZ,FG,HZ,MD,RA,TS,TSRA,VCTS,nearby_spray_locs
112,2013-07-12,41.89923,-87.716788,"(41.89923, -87.716788)",20,18,41,0,4026,14,24,56,8,4,164,120,142,-8,108,124,854,4000,0.0,58.88,60.18,8.2,16,10.8,-12,150,0,0,0,0,2,0,0,0,0,0
113,2013-07-12,41.904194,-87.756155,"(41.904194, -87.756155)",26,18,27,0,4026,14,24,56,8,4,164,120,142,-8,108,124,854,4000,0.0,58.88,60.18,8.2,16,10.8,-12,150,0,0,0,0,2,0,0,0,0,3
114,2013-07-12,41.906638,-87.701431,"(41.906638, -87.701431)",14,9,5,0,2013,7,12,28,4,2,82,60,71,-4,54,62,427,2000,0.0,29.44,30.09,4.1,8,5.4,-6,75,0,0,0,0,1,0,0,0,0,0
115,2013-07-12,41.911824,-87.726737,"(41.911824, -87.726737)",17,9,4,0,2013,7,12,28,4,2,82,60,71,-4,54,62,427,2000,0.0,29.44,30.09,4.1,8,5.4,-6,75,0,0,0,0,1,0,0,0,0,0
116,2013-07-12,41.912563,-87.66805500000002,"(41.912563, -87.668055)",34,18,27,0,4026,14,24,56,8,4,164,120,142,-8,108,124,854,4000,0.0,58.88,60.18,8.2,16,10.8,-12,150,0,0,0,0,2,0,0,0,0,0
117,2013-07-12,41.916265,-87.800515,"(41.916265, -87.800515)",140,16,22,0,4026,14,24,56,8,2,166,116,142,-4,106,122,854,4000,0.0,58.76,60.2,8.0,16,9.6,-12,146,0,0,0,0,2,0,0,0,0,2
118,2013-07-12,41.921965,-87.632085,"(41.921965, -87.632085)",66,24,10,0,6039,21,36,84,12,6,246,180,213,-12,162,186,1281,6000,0.0,88.32000000000001,90.27,12.299999999999999,24,16.200000000000003,-18,225,0,0,0,0,3,0,0,0,0,0
119,2013-07-12,41.923738,-87.785288,"(41.923738, -87.785288)",183,27,84,0,6039,21,36,84,12,3,249,174,213,-6,159,183,1281,6000,0.0,88.14,90.30000000000001,12.0,24,14.399999999999999,-18,219,0,0,0,0,3,0,0,0,0,0
120,2013-07-12,41.925198,-87.746381,"(41.925198, -87.746381)",96,16,4,0,4026,14,24,56,8,4,164,120,142,-8,108,124,854,4000,0.0,58.88,60.18,8.2,16,10.8,-12,150,0,0,0,0,2,0,0,0,0,0
121,2013-07-12,41.932094,-87.700117,"(41.932094, -87.700117)",56,16,28,0,4026,14,24,56,8,4,164,120,142,-8,108,124,854,4000,0.0,58.88,60.18,8.2,16,10.8,-12,150,0,0,0,0,2,0,0,0,0,1
122,2013-07-12,41.944869,-87.832763,"(41.944869, -87.832763)",36,8,3,0,2013,7,12,28,4,1,83,58,71,-2,53,61,427,2000,0.0,29.38,30.1,4.0,8,4.8,-6,73,0,0,0,0,1,0,0,0,0,0
123,2013-07-12,41.94722700000001,-87.67145699999998,"(41.947227, -87.671457)",34,18,23,0,4026,14,24,56,8,4,164,120,142,-8,108,124,854,4000,0.0,58.88,60.18,8.2,16,10.8,-12,150,0,0,0,0,2,0,0,0,0,0
124,2013-07-12,41.951866,-87.72505699999998,"(41.951866, -87.725057)",117,24,92,1,6039,21,36,84,12,3,249,174,213,-6,159,183,1281,6000,0.0,88.14,90.30000000000001,12.0,24,14.399999999999999,-18,219,0,0,0,0,3,0,0,0,0,12
125,2013-07-12,41.95469,-87.800991,"(41.95469, -87.800991)",492,108,582,0,24156,84,144,336,48,12,996,696,852,-24,636,732,5124,24000,0.0,352.56,361.20000000000005,48.0,96,57.59999999999999,-72,876,0,0,0,0,12,0,0,0,0,0
126,2013-07-12,41.957799,-87.930995,"(41.957799, -87.930995)",10,5,6,0,2013,7,12,28,4,1,83,58,71,-2,53,61,427,2000,0.0,29.38,30.1,4.0,8,4.8,-6,73,0,0,0,0,1,0,0,0,0,0
127,2013-07-12,41.960616,-87.777189,"(41.960616, -87.777189)",120,18,7,0,4026,14,24,56,8,2,166,116,142,-4,106,122,854,4000,0.0,58.76,60.2,8.0,16,9.6,-12,146,0,0,0,0,2,0,0,0,0,0
128,2013-07-12,41.963976,-87.69181,"(41.963976, -87.69181)",45,9,2,0,2013,7,12,28,4,1,83,58,71,-2,53,61,427,2000,0.0,29.38,30.1,4.0,8,4.8,-6,73,0,0,0,0,1,0,0,0,0,0
129,2013-07-12,41.964242,-87.757639,"(41.964242, -87.757639)",138,24,115,0,6039,21,36,84,12,3,249,174,213,-6,159,183,1281,6000,0.0,88.14,90.30000000000001,12.0,24,14.399999999999999,-18,219,0,0,0,0,3,0,0,0,0,0
130,2013-07-12,41.973845,-87.805059,"(41.973845, -87.805059)",51,9,4,0,2013,7,12,28,4,1,83,58,71,-2,53,61,427,2000,0.0,29.38,30.1,4.0,8,4.8,-6,73,0,0,0,0,1,0,0,0,0,3
131,2013-07-12,41.974689,-87.890615,"(41.974689, -87.890615)",100,90,309,0,20130,70,120,280,40,10,830,580,710,-20,530,610,4270,20000,0.0,293.8,301.0,40.0,80,47.99999999999999,-60,730,0,0,0,0,10,0,0,0,0,0
132,2013-07-12,41.98480900000001,-87.728492,"(41.984809, -87.728492)",116,16,16,0,4026,14,24,56,8,2,166,116,142,-4,106,122,854,4000,0.0,58.76,60.2,8.0,16,9.6,-12,146,0,0,0,0,2,0,0,0,0,0
133,2013-07-12,41.986921,-87.689778,"(41.986921, -87.689778)",116,18,62,0,4026,14,24,56,8,2,166,116,142,-4,106,122,854,4000,0.0,58.76,60.2,8.0,16,9.6,-12,146,0,0,0,0,2,0,0,0,0,1
134,2013-07-12,41.98728,-87.666066,"(41.98728, -87.666066)",232,32,150,1,8052,28,48,112,16,4,332,232,284,-8,212,244,1708,8000,0.0,117.52,120.4,16.0,32,19.2,-24,292,0,0,0,0,4,0,0,0,0,0
135,2013-07-12,41.991429,-87.747113,"(41.991429, -87.747113)",183,24,124,0,6039,21,36,84,12,3,249,174,213,-6,159,183,1281,6000,0.0,88.14,90.30000000000001,12.0,24,14.399999999999999,-18,219,0,0,0,0,3,0,0,0,0,0
136,2013-07-12,41.99247800000001,-87.862995,"(41.992478, -87.862995)",455,40,215,0,10065,35,60,140,20,5,415,290,355,-10,265,305,2135,10000,0.0,146.9,150.5,20.0,40,24.0,-30,365,0,0,0,0,5,0,0,0,0,0
137,2013-07-12,41.994679,-87.770899,"(41.994679, -87.770899)",62,8,39,0,2013,7,12,28,4,1,83,58,71,-2,53,61,427,2000,0.0,29.38,30.1,4.0,8,4.8,-6,73,0,0,0,0,1,0,0,0,0,0
138,2013-07-12,42.008314,-87.77792099999998,"(42.008314, -87.777921)",140,18,78,2,4026,14,24,56,8,2,166,116,142,-4,106,122,854,4000,0.0,58.76,60.2,8.0,16,9.6,-12,146,0,0,0,0,2,0,0,0,0,2
139,2013-07-12,42.009876,-87.807277,"(42.009876, -87.807277)",71,9,10,0,2013,7,12,28,4,1,83,58,71,-2,53,61,427,2000,0.0,29.38,30.1,4.0,8,4.8,-6,73,0,0,0,0,1,0,0,0,0,1
140,2013-07-12,42.010412,-87.66214000000002,"(42.010412, -87.66214)",24,16,3,0,4026,14,24,56,8,2,166,116,142,-4,106,122,854,4000,0.0,58.76,60.2,8.0,16,9.6,-12,146,0,0,0,0,2,0,0,0,0,0
141,2013-07-19,41.659112,-87.53869300000002,"(41.659112, -87.538693)",320,64,341,0,16104,56,152,232,32,16,776,600,688,80,552,600,3464,16000,0.0,233.36000000000007,238.55999999999997,107.20000000000002,192,111.20000000000002,-168,608,0,0,0,0,0,0,8,0,0,0
142,2013-07-19,41.662014,-87.72460799999998,"(41.662014, -87.724608)",84,16,61,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
143,2013-07-19,41.673408,-87.599862,"(41.673408, -87.599862)",36,15,126,0,6039,21,57,87,12,6,291,225,258,30,207,225,1299,6000,0.0,87.51,89.46000000000001,40.2,72,41.7,-63,228,0,0,0,0,0,0,3,0,0,0
144,2013-07-19,41.680946,-87.535198,"(41.680946, -87.535198)",111,24,115,0,6039,21,57,87,12,6,291,225,258,30,207,225,1299,6000,0.0,87.51,89.46000000000001,40.2,72,41.7,-63,228,0,0,0,0,0,0,3,0,0,0
145,2013-07-19,41.682587,-87.707973,"(41.682587, -87.707973)",70,18,50,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
146,2013-07-19,41.704336,-87.70373599999998,"(41.704336, -87.703736)",66,16,12,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
147,2013-07-19,41.704572,-87.56566600000002,"(41.704572, -87.565666)",48,16,20,1,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
148,2013-07-19,41.71914,-87.669539,"(41.71914, -87.669539)",192,18,16,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
149,2013-07-19,41.720848,-87.666014,"(41.720848, -87.666014)",34,18,29,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
150,2013-07-19,41.723195,-87.64997,"(41.723195, -87.64997)",20,10,11,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,1
151,2013-07-19,41.72646500000001,-87.585413,"(41.726465, -87.585413)",20,10,8,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
152,2013-07-19,41.728495,-87.60096300000002,"(41.728495, -87.600963)",195,15,93,0,6039,21,57,87,12,6,291,225,258,30,207,225,1299,6000,0.0,87.51,89.46000000000001,40.2,72,41.7,-63,228,0,0,0,0,0,0,3,0,0,0
153,2013-07-19,41.732984,-87.649642,"(41.732984, -87.649642)",267,24,80,0,6039,21,57,87,12,6,291,225,258,30,207,225,1299,6000,0.0,87.51,89.46000000000001,40.2,72,41.7,-63,228,0,0,0,0,0,0,3,0,0,6
154,2013-07-19,41.733643,-87.55551,"(41.733643, -87.55551)",178,16,7,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
155,2013-07-19,41.740641,-87.546587,"(41.740641, -87.546587)",26,10,30,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
156,2013-07-19,41.743402,-87.731435,"(41.743402, -87.731435)",410,40,214,1,10065,35,95,145,20,10,485,375,430,50,345,375,2165,10000,0.0,145.85000000000002,149.1,67.0,120,69.5,-105,380,0,0,0,0,0,0,5,0,0,0
157,2013-07-19,41.750498,-87.605294,"(41.750498, -87.605294)",20,10,64,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
158,2013-07-19,41.754292,-87.590773,"(41.754292, -87.590773)",237,27,62,0,6039,21,57,87,12,6,291,225,258,30,207,225,1299,6000,0.0,87.51,89.46000000000001,40.2,72,41.7,-63,228,0,0,0,0,0,0,3,0,0,0
159,2013-07-19,41.754676,-87.612922,"(41.754676, -87.612922)",154,18,15,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
160,2013-07-19,41.763733,-87.742302,"(41.763733, -87.742302)",51,8,9,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
161,2013-07-19,41.766202,-87.562889,"(41.766202, -87.562889)",71,9,2,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
162,2013-07-19,41.768388,-87.678649,"(41.768388, -87.678649)",44,16,36,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
163,2013-07-19,41.77166,-87.703047,"(41.77166, -87.703047)",134,16,54,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
164,2013-07-19,41.773215,-87.60088,"(41.773215, -87.60088)",20,16,8,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
165,2013-07-19,41.776428,-87.627096,"(41.776428, -87.627096)",210,40,94,0,10065,35,95,145,20,10,485,375,430,50,345,375,2165,10000,0.0,145.85000000000002,149.1,67.0,120,69.5,-105,380,0,0,0,0,0,0,5,0,0,0
166,2013-07-19,41.778297,-87.752411,"(41.778297, -87.752411)",52,9,8,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
167,2013-07-19,41.778748,-87.586427,"(41.778748, -87.586427)",64,8,1,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
168,2013-07-19,41.793818,-87.654234,"(41.793818, -87.654234)",450,25,129,1,10065,35,95,145,20,10,485,375,430,50,345,375,2165,10000,0.0,145.85000000000002,149.1,67.0,120,69.5,-105,380,0,0,0,0,0,0,5,0,0,0
169,2013-07-19,41.798697,-87.736812,"(41.798697, -87.736812)",104,16,22,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
170,2013-07-19,41.800737,-87.71188000000002,"(41.800737, -87.71188)",35,8,17,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
171,2013-07-19,41.801179,-87.679447,"(41.801179, -87.679447)",44,16,54,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
172,2013-07-19,41.801498,-87.763416,"(41.801498, -87.763416)",100,18,46,1,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
173,2013-07-19,41.803423,-87.642984,"(41.803423, -87.642984)",100,16,41,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
174,2013-07-19,41.822536,-87.66634300000003,"(41.822536, -87.666343)",39,9,22,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
175,2013-07-19,41.82561,-87.726549,"(41.82561, -87.726549)",74,18,12,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
176,2013-07-19,41.846075,-87.716277,"(41.846075, -87.716277)",50,18,14,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
177,2013-07-19,41.857402,-87.694991,"(41.857402, -87.694991)",30,8,4,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
178,2013-07-19,41.867108,-87.654224,"(41.867108, -87.654224)",22,16,85,1,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
179,2013-07-19,41.868077,-87.666901,"(41.868077, -87.666901)",22,18,57,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
180,2013-07-19,41.868142,-87.696269,"(41.868142, -87.696269)",22,18,56,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
181,2013-07-19,41.878114,-87.629798,"(41.878114, -87.629798)",86,6,9,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
182,2013-07-19,41.891118,-87.65449100000002,"(41.891118, -87.654491)",50,16,5,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
183,2013-07-19,41.896282,-87.655232,"(41.896282, -87.655232)",11,8,2,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
184,2013-07-19,41.89923,-87.716788,"(41.89923, -87.716788)",110,99,477,1,22143,77,209,319,44,22,1067,825,946,110,759,825,4763,22000,0.0,320.8700000000001,328.02,147.40000000000003,264,152.90000000000003,-231,836,0,0,0,0,0,0,11,0,0,0
185,2013-07-19,41.904194,-87.756155,"(41.904194, -87.756155)",26,18,46,1,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,3
186,2013-07-19,41.906638,-87.701431,"(41.906638, -87.701431)",28,18,8,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
187,2013-07-19,41.911824,-87.726737,"(41.911824, -87.726737)",17,9,7,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
188,2013-07-19,41.912563,-87.66805500000002,"(41.912563, -87.668055)",51,27,72,0,6039,21,57,87,12,6,291,225,258,30,207,225,1299,6000,0.0,87.51,89.46000000000001,40.2,72,41.7,-63,228,0,0,0,0,0,0,3,0,0,0
189,2013-07-19,41.916265,-87.800515,"(41.916265, -87.800515)",140,16,45,0,4026,14,38,58,8,2,192,142,168,20,140,150,866,4000,1.16,58.2,59.66,26.6,50,28.0,-38,148,2,0,0,0,0,0,2,0,0,2
190,2013-07-19,41.921965,-87.632085,"(41.921965, -87.632085)",66,24,39,0,6039,21,57,87,12,6,291,225,258,30,207,225,1299,6000,0.0,87.51,89.46000000000001,40.2,72,41.7,-63,228,0,0,0,0,0,0,3,0,0,0
191,2013-07-19,41.923738,-87.785288,"(41.923738, -87.785288)",122,18,43,1,4026,14,38,58,8,2,192,142,168,20,140,150,866,4000,1.16,58.2,59.66,26.6,50,28.0,-38,148,2,0,0,0,0,0,2,0,0,0
192,2013-07-19,41.925198,-87.746381,"(41.925198, -87.746381)",48,8,17,0,2013,7,19,29,4,2,97,75,86,10,69,75,433,2000,0.0,29.17,29.82,13.4,24,13.9,-21,76,0,0,0,0,0,0,1,0,0,0
193,2013-07-19,41.932094,-87.700117,"(41.932094, -87.700117)",56,16,6,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,1
194,2013-07-19,41.944869,-87.832763,"(41.944869, -87.832763)",108,24,25,0,6039,21,57,87,12,3,288,213,252,30,210,225,1299,6000,1.7399999999999998,87.30000000000001,89.49,39.900000000000006,75,42.0,-57,222,3,0,0,0,0,0,3,0,0,0
195,2013-07-19,41.94722700000001,-87.67145699999998,"(41.947227, -87.671457)",34,18,5,0,4026,14,38,58,8,4,194,150,172,20,138,150,866,4000,0.0,58.34,59.64,26.8,48,27.8,-42,152,0,0,0,0,0,0,2,0,0,0
196,2013-07-19,41.951866,-87.72505699999998,"(41.951866, -87.725057)",156,32,123,2,8052,28,76,116,16,4,384,284,336,40,280,300,1732,8000,2.32,116.4,119.32,53.2,100,56.0,-76,296,4,0,0,0,0,0,4,0,0,12
197,2013-07-19,41.95469,-87.800991,"(41.95469, -87.800991)",41,9,34,0,2013,7,19,29,4,1,96,71,84,10,70,75,433,2000,0.58,29.1,29.83,13.3,25,14.0,-19,74,1,0,0,0,0,0,1,0,0,0
198,2013-07-19,41.957799,-87.930995,"(41.957799, -87.930995)",10,5,2,0,2013,7,19,29,4,1,96,71,84,10,70,75,433,2000,0.58,29.1,29.83,13.3,25,14.0,-19,74,1,0,0,0,0,0,1,0,0,0
199,2013-07-19,41.960616,-87.777189,"(41.960616, -87.777189)",120,18,6,0,4026,14,38,58,8,2,192,142,168,20,140,150,866,4000,1.16,58.2,59.66,26.6,50,28.0,-38,148,2,0,0,0,0,0,2,0,0,0
200,2013-07-19,41.963976,-87.69181,"(41.963976, -87.69181)",90,18,5,0,4026,14,38,58,8,2,192,142,168,20,140,150,866,4000,1.16,58.2,59.66,26.6,50,28.0,-38,148,2,0,0,0,0,0,2,0,0,0
201,2013-07-19,41.964242,-87.757639,"(41.964242, -87.757639)",46,8,7,1,2013,7,19,29,4,1,96,71,84,10,70,75,433,2000,0.58,29.1,29.83,13.3,25,14.0,-19,74,1,0,0,0,0,0,1,0,0,0
202,2013-07-19,41.973845,-87.805059,"(41.973845, -87.805059)",102,18,2,0,4026,14,38,58,8,2,192,142,168,20,140,150,866,4000,1.16,58.2,59.66,26.6,50,28.0,-38,148,2,0,0,0,0,0,2,0,0,3
203,2013-07-19,41.974689,-87.890615,"(41.974689, -87.890615)",160,144,496,3,32208,112,304,464,64,16,1536,1136,1344,160,1120,1200,6928,32000,9.28,465.60000000000014,477.2799999999998,212.80000000000007,400,224.0,-304,1184,16,0,0,0,0,0,16,0,0,0
204,2013-07-19,41.98480900000001,-87.728492,"(41.984809, -87.728492)",174,24,87,0,6039,21,57,87,12,3,288,213,252,30,210,225,1299,6000,1.7399999999999998,87.30000000000001,89.49,39.900000000000006,75,42.0,-57,222,3,0,0,0,0,0,3,0,0,0
205,2013-07-19,41.986921,-87.689778,"(41.986921, -87.689778)",116,18,26,0,4026,14,38,58,8,2,192,142,168,20,140,150,866,4000,1.16,58.2,59.66,26.6,50,28.0,-38,148,2,0,0,0,0,0,2,0,0,1
206,2013-07-19,41.98728,-87.666066,"(41.98728, -87.666066)",116,16,67,0,4026,14,38,58,8,2,192,142,168,20,140,150,866,4000,1.16,58.2,59.66,26.6,50,28.0,-38,148,2,0,0,0,0,0,2,0,0,0
207,2013-07-19,41.991429,-87.747113,"(41.991429, -87.747113)",183,24,99,0,6039,21,57,87,12,3,288,213,252,30,210,225,1299,6000,1.7399999999999998,87.30000000000001,89.49,39.900000000000006,75,42.0,-57,222,3,0,0,0,0,0,3,0,0,0
208,2013-07-19,41.99247800000001,-87.862995,"(41.992478, -87.862995)",91,8,2,0,2013,7,19,29,4,1,96,71,84,10,70,75,433,2000,0.58,29.1,29.83,13.3,25,14.0,-19,74,1,0,0,0,0,0,1,0,0,0
209,2013-07-19,41.994679,-87.770899,"(41.994679, -87.770899)",62,8,2,0,2013,7,19,29,4,1,96,71,84,10,70,75,433,2000,0.58,29.1,29.83,13.3,25,14.0,-19,74,1,0,0,0,0,0,1,0,0,0
210,2013-07-19,42.008314,-87.77792099999998,"(42.008314, -87.777921)",420,54,245,1,12078,42,114,174,24,6,576,426,504,60,420,450,2598,12000,3.48,174.6,178.97999999999996,79.8,150,84.0,-114,444,6,0,0,0,0,0,6,0,0,2
211,2013-07-19,42.009876,-87.807277,"(42.009876, -87.807277)",142,18,33,0,4026,14,38,58,8,2,192,142,168,20,140,150,866,4000,1.16,58.2,59.66,26.6,50,28.0,-38,148,2,0,0,0,0,0,2,0,0,1
212,2013-07-19,42.010412,-87.66214000000002,"(42.010412, -87.66214)",12,8,1,0,2013,7,19,29,4,1,96,71,84,10,70,75,433,2000,0.58,29.1,29.83,13.3,25,14.0,-19,74,1,0,0,0,0,0,1,0,0,0
213,2013-07-25,41.659112,-87.53869300000002,"(41.659112, -87.538693)",200,40,166,0,10065,35,125,150,15,10,405,290,350,-30,260,300,2190,10000,0.0,146.95,150.25,13.5,115,19.5,-25,380,0,0,0,0,5,0,0,0,0,0
214,2013-07-25,41.662014,-87.72460799999998,"(41.662014, -87.724608)",84,16,55,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
215,2013-07-25,41.673408,-87.599862,"(41.673408, -87.599862)",36,15,93,0,6039,21,75,90,9,6,243,174,210,-18,156,180,1314,6000,0.0,88.17,90.15,8.100000000000001,69,11.7,-15,228,0,0,0,0,3,0,0,0,0,0
216,2013-07-25,41.680946,-87.535198,"(41.680946, -87.535198)",37,8,6,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
217,2013-07-25,41.682587,-87.707973,"(41.682587, -87.707973)",70,18,25,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
218,2013-07-25,41.704336,-87.70373599999998,"(41.704336, -87.703736)",66,16,5,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
219,2013-07-25,41.704572,-87.56566600000002,"(41.704572, -87.565666)",48,16,18,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
220,2013-07-25,41.720848,-87.666014,"(41.720848, -87.666014)",34,18,15,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
221,2013-07-25,41.723195,-87.64997,"(41.723195, -87.64997)",20,10,10,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,1
222,2013-07-25,41.72646500000001,-87.585413,"(41.726465, -87.585413)",10,5,4,0,2013,7,25,30,3,2,81,58,70,-6,52,60,438,2000,0.0,29.39,30.05,2.7,23,3.9,-5,76,0,0,0,0,1,0,0,0,0,0
223,2013-07-25,41.728495,-87.60096300000002,"(41.728495, -87.600963)",130,10,60,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,0
224,2013-07-25,41.732984,-87.649642,"(41.732984, -87.649642)",178,16,70,0,4026,14,50,60,6,4,162,116,140,-12,104,120,876,4000,0.0,58.78,60.1,5.4,46,7.8,-10,152,0,0,0,0,2,0,0,0,0,6
