station,date,tmax,tmin,tavg,depart,dew_point,wet_bulb,sunrise,sunset,precip_total,stn_pressure,sea_level,result_speed,result_dir,avg_speed,heat_cool,normal,year,month,day,week,day_of_week
1,2008-10-11,79,51,65,11,50,57,559,1800,0.0,29.52,30.24,4.2,14,5.0,0,54,2008,10,11,41,5
2,2008-10-11,80,55,68,12,50,57,559,1800,0.0,29.58,30.24,3.9,14,5.0,-3,56,2008,10,11,41,5
1,2008-10-12,84,57,71,17,56,61,600,1800,0.0,29.55,30.27,4.3,15,5.1,-6,54,2008,10,12,41,6
2,2008-10-12,86,62,74,18,54,62,600,1800,0.0,29.61,30.26,5.8,16,6.3,-9,56,2008,10,12,41,6
1,2008-10-13,77,61,69,16,58,63,602,1800,0.0,29.47,30.21,7.7,20,8.1,-4,53,2008,10,13,42,0
2,2008-10-13,79,64,72,17,57,63,602,1800,0.0,29.54,30.2,8.3,20,8.7,-7,55,2008,10,13,42,0
1,2008-10-14,69,53,61,8,43,51,603,1800,0.0,29.49,30.22,2.0,30,6.8,4,53,2008,10,14,42,1
2,2008-10-14,70,55,63,8,43,52,603,1800,0.0,29.54,30.21,1.5,34,7.2,2,55,2008,10,14,42,1
1,2008-10-15,63,47,55,2,50,53,604,1800,0.3,29.34,30.06,4.2,32,6.3,10,53,2008,10,15,42,2
2,2008-10-15,64,50,57,2,51,54,604,1800,0.24,29.39,30.05,3.6,32,6.8,8,55,2008,10,15,42,2
1,2008-10-16,59,43,51,-1,38,44,605,1800,0.0,29.52,30.25,6.1,35,7.5,14,52,2008,10,16,42,3
2,2008-10-16,59,44,52,-2,39,45,605,1800,0.0,29.57,30.24,6.7,35,8.0,13,54,2008,10,16,42,3
1,2008-10-17,57,43,50,-2,39,44,606,1800,0.0,29.53,30.26,6.2,36,7.2,15,52,2008,10,17,42,4
2,2008-10-17,56,44,50,-4,40,46,606,1800,0.0,29.59,30.25,5.8,36,7.2,15,54,2008,10,17,42,4
1,2008-10-18,60,43,52,1,40,45,607,1800,0.05,29.58,30.32,2.1,7,6.1,13,51,2008,10,18,42,5
2,2008-10-18,60,46,53,0,41,47,607,1800,0.14,29.65,30.32,2.4,7,5.3,12,53,2008,10,18,42,5
1,2008-10-19,62,40,51,0,37,45,608,1800,0.0,29.49,30.24,12.0,19,12.4,14,51,2008,10,19,42,6
2,2008-10-19,62,44,53,0,37,46,608,1800,0.0,29.57,30.25,10.6,19,10.9,12,53,2008,10,19,42,6
1,2008-10-20,55,43,49,-1,42,46,610,1800,0.18,29.48,30.21,4.0,31,7.6,16,50,2008,10,20,43,0
2,2008-10-20,56,44,50,-2,43,47,610,1800,0.31,29.54,30.21,3.2,31,7.4,15,52,2008,10,20,43,0
1,2008-10-21,55,38,47,-3,35,42,611,1800,0.0,29.64,30.37,7.1,2,8.7,18,50,2008,10,21,43,1
2,2008-10-21,55,39,47,-5,37,43,611,1800,0.0,29.7,30.37,6.7,3,9.2,18,52,2008,10,21,43,1
1,2008-10-22,52,35,44,-6,30,40,612,1700,0.0,29.65,30.39,12.1,12,13.1,21,50,2008,10,22,43,2
2,2008-10-22,54,40,47,-5,29,40,612,1700,0.0,29.71,30.4,12.0,12,12.6,18,52,2008,10,22,43,2
1,2008-10-23,58,41,50,1,36,44,613,1700,0.16,29.5,30.27,11.5,12,11.8,15,49,2008,10,23,43,3
2,2008-10-23,60,40,50,-1,34,43,613,1700,0.09,29.56,30.27,10.6,12,10.8,15,51,2008,10,23,43,3
1,2008-10-24,54,44,49,0,44,47,614,1700,0.32,29.18,29.96,5.3,19,6.1,16,49,2008,10,24,43,4
2,2008-10-24,56,45,51,0,44,47,614,1700,0.63,29.25,29.97,5.6,20,6.9,14,51,2008,10,24,43,4
1,2008-10-25,53,43,48,0,40,44,616,1700,0.0,29.02,29.77,11.9,22,12.3,17,48,2008,10,25,43,5
2,2008-10-25,53,43,48,-2,41,45,616,1700,0.0,29.09,29.79,12.8,23,13.2,17,50,2008,10,25,43,5
1,2008-10-26,56,37,47,-1,32,41,617,1700,0.0,29.1,29.8,17.2,27,17.8,18,48,2008,10,26,43,6
2,2008-10-26,56,36,46,-4,34,41,617,1700,0.01,29.17,29.81,17.5,27,18.4,19,50,2008,10,26,43,6
1,2008-10-27,47,33,40,-8,27,35,618,1700,0.0,29.51,30.2,13.7,31,14.4,25,48,2008,10,27,44,0
2,2008-10-27,47,34,41,-9,28,35,618,1700,0.0,29.57,30.21,13.4,31,13.9,24,50,2008,10,27,44,0
1,2008-10-28,45,31,38,-9,23,33,619,1700,0.0,29.54,30.29,10.5,30,10.9,27,47,2008,10,28,44,1
2,2008-10-28,45,32,39,-10,23,33,619,1700,0.0,29.6,30.31,9.9,30,10.3,26,49,2008,10,28,44,1
1,2008-10-29,51,32,42,-5,24,34,620,1700,0.0,29.47,30.21,3.7,32,6.2,23,47,2008,10,29,44,2
2,2008-10-29,51,33,42,-7,25,35,620,1700,0.0,29.54,30.22,1.7,29,6.1,23,49,2008,10,29,44,2
1,2008-10-30,62,31,47,1,32,41,622,1700,0.0,29.57,30.31,10.5,19,10.4,18,46,2008,10,30,44,3
2,2008-10-30,63,34,49,1,31,41,622,1700,0.0,29.65,30.33,9.3,19,9.4,16,48,2008,10,30,44,3
1,2008-10-31,70,48,59,13,46,51,623,1700,0.0,29.57,30.3,5.7,22,7.4,6,46,2008,10,31,44,4
2,2008-10-31,71,49,60,12,46,51,623,1700,0.0,29.64,30.3,6.0,22,7.9,5,48,2008,10,31,44,4
1,2009-05-01,60,46,53,0,40,47,448,1900,0.02,29.26,29.98,8.4,29,8.5,12,53,2009,5,1,18,4
2,2009-05-01,62,48,55,0,42,48,448,1900,0.04,29.33,29.98,8.1,29,8.6,10,55,2009,5,1,18,4
1,2009-05-02,66,44,55,1,33,45,447,1900,0.0,29.21,29.94,8.8,26,9.2,10,54,2009,5,2,18,5
2,2009-05-02,65,45,55,-1,34,46,447,1900,0.0,29.28,29.95,9.2,27,9.5,10,56,2009,5,2,18,5
1,2009-05-03,70,43,57,3,34,47,446,1900,0.0,29.19,29.92,3.9,26,4.9,8,54,2009,5,3,18,6
2,2009-05-03,70,45,58,2,35,48,446,1900,0.0,29.26,29.92,4.7,26,4.8,7,56,2009,5,3,18,6
1,2009-05-04,70,43,57,3,34,47,444,1900,0.0,29.31,30.02,6.5,9,7.6,8,54,2009,5,4,19,0
2,2009-05-04,70,49,60,4,36,48,444,1900,0.0,29.37,30.02,7.1,9,8.4,5,56,2009,5,4,19,0
1,2009-05-05,71,49,60,5,40,50,443,1900,0.0,29.22,29.95,5.5,13,6.0,5,55,2009,5,5,19,1
2,2009-05-05,70,54,62,5,41,51,443,1900,0.0,29.28,29.95,5.1,12,5.9,3,57,2009,5,5,19,1
1,2009-05-06,75,51,63,8,51,55,442,1900,0.67,29.05,29.79,6.5,19,8.1,2,55,2009,5,6,19,2
2,2009-05-06,75,56,66,9,51,56,442,1900,0.86,29.13,29.8,6.2,19,7.2,-1,57,2009,5,6,19,2
1,2009-05-07,77,56,67,12,52,57,441,1900,0.19,29.01,29.73,8.5,25,10.3,-2,55,2009,5,7,19,3
2,2009-05-07,77,56,67,10,53,58,441,1900,0.03,29.08,29.74,8.2,24,9.2,-2,57,2009,5,7,19,3
1,2009-05-08,77,53,65,9,53,58,439,1900,0.02,28.94,29.68,4.9,21,6.0,0,56,2009,5,8,19,4
2,2009-05-08,74,57,66,8,55,59,439,1900,0.01,29.0,29.67,4.4,20,6.1,-1,58,2009,5,8,19,4
1,2009-05-09,63,46,55,-1,44,48,438,1900,0.0,29.19,29.87,6.8,29,11.8,10,56,2009,5,9,19,5
2,2009-05-09,64,45,55,-3,44,49,438,1900,0.0,29.26,29.87,4.7,28,11.3,10,58,2009,5,9,19,5
1,2009-05-10,67,40,54,-2,39,46,437,1900,0.0,29.41,30.11,4.7,30,8.4,11,56,2009,5,10,19,6
2,2009-05-10,67,43,55,-3,40,47,437,1900,0.02,29.47,30.11,5.1,30,9.0,10,58,2009,5,10,19,6
1,2009-05-11,61,39,50,-7,35,44,436,1900,0.0,29.47,30.2,0.7,8,4.6,15,57,2009,5,11,20,0
2,2009-05-11,61,40,51,-8,34,44,436,1900,0.0,29.53,30.2,2.1,7,4.5,14,59,2009,5,11,20,0
1,2009-05-12,71,39,55,-2,34,47,435,2000,0.0,29.38,30.13,9.5,16,9.6,10,57,2009,5,12,20,1
2,2009-05-12,72,44,58,-1,32,47,435,2000,0.0,29.44,30.13,8.9,16,9.5,7,59,2009,5,12,20,1
1,2009-05-13,70,53,62,4,56,58,434,2000,0.55,29.01,29.76,14.4,19,16.4,3,58,2009,5,13,20,2
2,2009-05-13,71,54,63,3,58,60,434,2000,1.03,29.08,29.77,12.9,18,14.8,2,60,2009,5,13,20,2
1,2009-05-14,68,53,61,3,44,52,433,2000,0.0,29.31,30.0,10.5,27,10.7,4,58,2009,5,14,20,3
2,2009-05-14,69,55,62,2,44,53,433,2000,0.0,29.38,30.0,11.1,27,11.3,3,60,2009,5,14,20,3
1,2009-05-15,61,52,57,-1,51,54,432,2000,0.39,29.28,30.0,6.0,16,8.8,8,58,2009,5,15,20,4
2,2009-05-15,63,55,59,-1,52,55,432,2000,0.7,29.34,29.99,4.4,15,5.8,6,60,2009,5,15,20,4
1,2009-05-16,62,45,54,-5,40,49,431,2000,0.0,29.36,30.05,11.0,29,12.5,11,59,2009,5,16,20,5
2,2009-05-16,62,47,55,-6,41,50,431,2000,0.04,29.41,30.05,11.0,30,12.4,10,61,2009,5,16,20,5
1,2009-05-17,63,39,51,-8,27,42,430,2000,0.0,29.6,30.32,0.2,33,6.2,14,59,2009,5,17,20,6
2,2009-05-17,59,41,50,-11,28,42,430,2000,0.0,29.67,30.32,3.3,9,6.5,15,61,2009,5,17,20,6
1,2009-05-18,66,40,53,-7,33,45,429,2000,0.0,29.54,30.29,9.6,19,9.9,12,60,2009,5,18,21,0
2,2009-05-18,67,45,56,-6,30,45,429,2000,0.0,29.62,30.3,9.3,19,9.5,9,62,2009,5,18,21,0
1,2009-05-19,80,52,66,6,44,55,428,2000,0.0,29.48,30.21,13.5,21,13.8,-1,60,2009,5,19,21,1
2,2009-05-19,80,54,67,5,43,54,428,2000,0.0,29.55,30.22,12.3,21,12.4,-2,62,2009,5,19,21,1
1,2009-05-20,84,61,73,12,44,57,427,2000,0.0,29.4,30.13,14.4,20,14.6,-8,61,2009,5,20,21,2
2,2009-05-20,85,61,73,10,43,57,427,2000,0.0,29.47,30.13,11.9,20,12.1,-8,63,2009,5,20,21,2
1,2009-05-21,84,60,72,11,49,59,426,2000,0.0,29.38,30.09,7.8,23,12.8,-7,61,2009,5,21,21,3
2,2009-05-21,85,60,73,10,48,59,426,2000,0.0,29.44,30.09,8.1,25,10.9,-8,63,2009,5,21,21,3
1,2009-05-22,69,53,61,0,46,53,425,2000,0.0,29.46,30.18,10.4,4,10.7,4,61,2009,5,22,21,4
2,2009-05-22,70,56,63,0,47,54,425,2000,0.0,29.5,30.16,10.0,3,10.6,2,63,2009,5,22,21,4
1,2009-05-23,80,50,65,4,50,57,425,2000,0.0,29.33,30.06,4.5,7,5.7,0,61,2009,5,23,21,5
2,2009-05-23,79,55,67,4,51,58,425,2000,0.0,29.39,30.05,4.5,8,5.5,-2,63,2009,5,23,21,5
1,2009-05-24,71,55,63,1,46,53,424,2000,0.0,29.34,30.07,10.4,4,11.0,2,62,2009,5,24,21,6
2,2009-05-24,70,56,63,-1,47,54,424,2000,0.0,29.39,30.05,10.7,3,10.8,2,64,2009,5,24,21,6
1,2009-05-25,67,54,61,-1,43,51,423,2000,0.04,29.28,30.02,10.3,6,10.8,4,62,2009,5,25,22,0
2,2009-05-25,64,56,60,-4,46,53,423,2000,0.08,29.33,30.0,8.7,6,9.5,5,64,2009,5,25,22,0
1,2009-05-26,74,53,64,2,51,55,422,2000,1.73,29.08,29.82,7.5,5,7.8,1,62,2009,5,26,22,1
2,2009-05-26,76,56,66,2,54,58,422,2000,1.38,29.13,29.81,5.7,6,6.8,-1,64,2009,5,26,22,1
1,2009-05-27,73,55,64,2,58,60,422,2000,0.02,28.95,29.68,3.6,24,7.2,1,62,2009,5,27,22,2
2,2009-05-27,75,58,67,3,60,63,422,2000,0.0,29.02,29.67,6.8,24,8.3,-2,64,2009,5,27,22,2
1,2009-05-28,62,54,58,-5,51,54,421,2000,0.0,29.06,29.76,6.8,30,8.1,7,63,2009,5,28,22,3
2,2009-05-28,64,55,60,-5,51,54,421,2000,0.0,29.11,29.75,6.8,29,8.3,5,65,2009,5,28,22,3
1,2009-05-29,74,50,62,-2,49,55,421,2000,0.0,29.17,29.88,2.7,32,6.9,3,64,2009,5,29,22,4
2,2009-05-29,77,55,66,0,49,55,421,2000,0.0,29.23,29.87,2.0,31,6.8,-1,66,2009,5,29,22,4
1,2009-05-30,79,50,65,1,46,54,420,2000,0.0,29.09,29.81,2.9,27,6.8,0,64,2009,5,30,22,5
2,2009-05-30,79,53,66,0,46,55,420,2000,0.0,29.15,29.8,1.8,29,6.6,-1,66,2009,5,30,22,5
1,2009-05-31,73,45,59,-5,41,50,420,2000,0.0,29.21,29.94,2.7,10,4.6,6,64,2009,5,31,22,6
2,2009-05-31,72,49,61,-5,43,52,420,2000,0.0,29.26,29.93,2.9,9,6.3,4,66,2009,5,31,22,6
1,2009-06-01,78,51,65,1,53,57,419,2000,0.44,29.19,29.89,1.2,34,11.1,0,64,2009,6,1,23,0
2,2009-06-01,80,52,66,0,54,58,419,2000,0.83,29.25,29.88,1.0,34,10.0,-1,66,2009,6,1,23,0
1,2009-06-02,60,48,54,-10,46,50,419,2000,0.12,29.36,30.09,7.4,3,8.0,11,64,2009,6,2,23,1
2,2009-06-02,61,50,56,-10,47,51,419,2000,0.06,29.42,30.07,8.3,3,9.2,9,66,2009,6,2,23,1
1,2009-06-03,61,43,52,-12,39,46,418,2000,0.0,29.42,30.15,10.5,4,10.7,13,64,2009,6,3,23,2
2,2009-06-03,61,47,54,-12,40,48,418,2000,0.0,29.47,30.13,11.0,2,11.4,11,66,2009,6,3,23,2
1,2009-06-04,68,42,55,-9,37,48,418,2000,0.0,29.31,30.05,4.7,4,5.9,10,64,2009,6,4,23,3
2,2009-06-04,68,47,58,-8,38,49,418,2000,0.0,29.36,30.05,5.2,5,6.4,7,66,2009,6,4,23,3
1,2009-06-05,79,44,62,-3,44,54,417,2000,0.0,29.18,29.91,5.8,26,6.7,3,65,2009,6,5,23,4
2,2009-06-05,80,47,64,-3,43,54,417,2000,0.0,29.23,29.91,6.3,25,7.2,1,67,2009,6,5,23,4
1,2009-06-06,63,51,57,-9,45,50,417,2000,0.02,29.2,29.93,6.2,5,7.7,8,66,2009,6,6,23,5
2,2009-06-06,66,55,61,-7,48,53,417,2000,0.0,29.26,29.92,4.7,3,7.2,4,68,2009,6,6,23,5
1,2009-06-07,73,52,63,-3,53,57,417,2000,0.04,29.14,29.87,2.7,8,6.9,2,66,2009,6,7,23,6
2,2009-06-07,74,56,65,-3,54,59,417,2000,0.0,29.21,29.86,1.5,11,7.7,0,68,2009,6,7,23,6
1,2009-06-08,80,52,66,0,60,63,417,2000,0.45,29.06,29.77,5.9,24,9.2,-1,66,2009,6,8,24,0
2,2009-06-08,82,55,69,1,61,65,417,2000,0.3,29.11,29.76,6.4,25,10.0,-4,68,2009,6,8,24,0
1,2009-06-09,67,55,61,-5,53,56,416,2000,0.0,29.23,29.94,4.0,6,6.3,4,66,2009,6,9,24,1
2,2009-06-09,67,56,62,-6,53,56,416,2000,0.0,29.29,29.94,6.4,8,7.9,3,68,2009,6,9,24,1
1,2009-06-10,67,54,61,-6,49,53,416,2000,0.01,29.15,29.89,8.0,5,8.7,4,67,2009,6,10,24,2
2,2009-06-10,67,55,61,-8,50,55,416,2000,0.04,29.21,29.88,8.5,4,9.2,4,69,2009,6,10,24,2
1,2009-06-11,64,53,59,-8,51,54,416,2000,0.01,29.11,29.83,10.2,3,10.3,6,67,2009,6,11,24,3
2,2009-06-11,60,53,57,-12,53,54,416,2000,1.14,29.17,29.82,8.8,1,9.0,8,69,2009,6,11,24,3
1,2009-06-12,74,49,62,-6,49,55,416,2000,0.0,29.24,29.95,4.4,7,5.8,3,68,2009,6,12,24,4
2,2009-06-12,72,50,61,-9,49,55,416,2000,0.0,29.3,29.95,5.0,6,6.7,4,70,2009,6,12,24,4
1,2009-06-13,68,54,61,-7,51,55,416,2000,0.33,29.28,30.0,5.9,5,6.7,4,68,2009,6,13,24,5
2,2009-06-13,66,56,61,-9,52,55,416,2000,0.31,29.34,29.99,7.2,4,7.6,4,70,2009,6,13,24,5
1,2009-06-14,77,51,64,-4,48,57,416,2000,0.0,29.29,30.01,4.5,4,4.7,1,68,2009,6,14,24,6
2,2009-06-14,76,54,65,-5,50,57,416,2000,0.0,29.34,30.0,5.1,5,5.8,0,70,2009,6,14,24,6
1,2009-06-15,81,53,67,-1,49,58,416,2000,0.0,29.28,30.01,5.5,9,6.4,-2,68,2009,6,15,25,0
2,2009-06-15,81,57,69,-1,49,58,416,2000,0.0,29.34,29.99,7.4,9,7.7,-4,70,2009,6,15,25,0
1,2009-06-16,71,59,65,-4,55,60,416,2000,1.23,29.15,29.89,11.2,10,11.8,0,69,2009,6,16,25,1
2,2009-06-16,71,64,68,-3,57,61,416,2000,1.07,29.21,29.87,10.3,11,10.7,-3,71,2009,6,16,25,1
1,2009-06-17,71,61,66,-3,59,62,416,2000,0.0,29.16,29.88,3.0,36,6.2,-1,69,2009,6,17,25,2
2,2009-06-17,73,63,68,-3,60,63,416,2000,0.0,29.21,29.87,2.6,34,6.7,-3,71,2009,6,17,25,2
1,2009-06-18,80,61,71,1,63,67,416,2000,0.12,29.08,29.79,6.7,16,7.9,-6,70,2009,6,18,25,3
2,2009-06-18,81,63,72,0,64,67,416,2000,0.11,29.15,29.79,3.7,17,5.8,-7,72,2009,6,18,25,3
1,2009-06-19,86,65,76,6,67,69,416,2000,3.97,28.97,29.7,7.2,18,11.6,-11,70,2009,6,19,25,4
2,2009-06-19,88,66,77,5,68,70,416,2000,0.87,29.03,29.68,6.3,18,10.5,-12,72,2009,6,19,25,4
1,2009-06-20,87,68,78,8,65,70,416,2000,0.0,29.08,29.76,8.3,29,8.6,-13,70,2009,6,20,25,5
2,2009-06-20,88,69,79,7,65,70,416,2000,0.0,29.13,29.74,8.3,28,8.6,-14,72,2009,6,20,25,5
1,2009-06-21,84,70,77,7,63,68,416,2000,0.01,29.12,29.82,2.8,7,3.9,-12,70,2009,6,21,25,6
2,2009-06-21,86,71,79,7,64,69,416,2000,0.0,29.17,29.8,3.3,9,3.5,-14,72,2009,6,21,25,6
1,2009-06-22,89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,2009,6,22,26,0
2,2009-06-22,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,2009,6,22,26,0
1,2009-06-23,94,71,83,13,69,73,417,2000,0.0,29.16,29.87,1.8,14,3.5,-18,70,2009,6,23,26,1
2,2009-06-23,92,75,84,12,68,73,417,2000,0.0,29.22,29.85,2.8,13,4.5,-19,72,2009,6,23,26,1
1,2009-06-24,94,75,85,14,68,73,417,2000,0.04,29.16,29.87,1.9,22,5.8,-20,71,2009,6,24,26,2
2,2009-06-24,93,73,83,10,68,73,417,2000,0.78,29.21,29.85,2.1,23,4.3,-18,73,2009,6,24,26,2
1,2009-06-25,94,75,85,14,69,73,417,2000,0.0,29.08,29.8,2.4,32,4.9,-20,71,2009,6,25,26,3
2,2009-06-25,93,76,85,12,68,73,417,2000,0.0,29.15,29.77,1.8,26,4.6,-20,73,2009,6,25,26,3
1,2009-06-26,86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,2009,6,26,26,4
2,2009-06-26,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,2009,6,26,26,4
1,2009-06-27,89,62,76,5,61,67,418,2000,0.3,29.1,29.82,5.1,21,6.9,-11,71,2009,6,27,26,5
2,2009-06-27,90,67,79,6,60,67,418,2000,0.05,29.18,29.8,6.0,22,6.9,-14,73,2009,6,27,26,5
1,2009-06-28,83,66,75,4,53,62,419,2000,0.0,29.0,29.73,13.2,29,13.6,-10,71,2009,6,28,26,6
2,2009-06-28,83,68,76,3,53,62,419,2000,0.0,29.08,29.71,14.1,29,14.6,-11,73,2009,6,28,26,6
1,2009-06-29,77,63,70,-1,54,61,419,2000,0.0,28.89,29.6,12.2,30,12.7,-5,71,2009,6,29,27,0
2,2009-06-29,78,65,72,-1,54,61,419,2000,0.0,28.95,29.59,13.4,30,14.1,-7,73,2009,6,29,27,0
1,2009-06-30,66,59,63,-9,53,57,419,2000,0.0,28.95,29.65,8.9,30,9.1,2,72,2009,6,30,27,1
2,2009-06-30,68,61,65,-9,53,58,419,2000,0.0,29.0,29.64,8.1,30,8.3,0,74,2009,6,30,27,1
1,2009-07-01,65,57,61,-11,52,56,420,2000,0.0,29.07,29.77,8.2,32,8.7,4,72,2009,7,1,27,2
2,2009-07-01,65,57,61,-13,54,57,420,2000,0.02,29.13,29.76,6.6,31,7.4,4,74,2009,7,1,27,2
1,2009-07-02,73,59,66,-6,54,60,420,2000,0.0,29.26,29.95,8.4,31,8.8,-1,72,2009,7,2,27,3
2,2009-07-02,73,60,67,-7,55,60,420,2000,0.0,29.31,29.94,5.7,31,7.6,-2,74,2009,7,2,27,3
1,2009-07-03,79,63,71,-1,56,62,421,2000,0.0,29.36,30.06,1.2,34,5.8,-6,72,2009,7,3,27,4
2,2009-07-03,79,62,71,-3,56,62,421,2000,0.0,29.41,30.05,1.8,2,6.5,-6,74,2009,7,3,27,4
1,2009-07-04,69,59,64,-8,58,61,422,2000,0.2,29.26,29.99,1.8,13,3.8,1,72,2009,7,4,27,5
2,2009-07-04,69,63,66,-8,58,62,422,2000,0.12,29.31,29.98,3.4,14,4.7,-1,74,2009,7,4,27,5
1,2009-07-05,81,57,69,-3,58,63,422,2000,0.05,29.2,29.92,0.7,34,2.4,-4,72,2009,7,5,27,6
2,2009-07-05,82,61,72,-2,59,64,422,2000,0.03,29.25,29.9,0.3,36,2.6,-7,74,2009,7,5,27,6
1,2009-07-06,86,60,73,1,54,62,423,2000,0.0,29.14,29.86,7.5,31,7.8,-8,72,2009,7,6,28,0
2,2009-07-06,85,63,74,0,54,63,423,2000,0.0,29.2,29.84,4.2,30,5.5,-9,74,2009,7,6,28,0
1,2009-07-07,77,59,68,-4,54,60,423,2000,0.0,29.18,29.89,5.9,7,7.0,-3,72,2009,7,7,28,1
2,2009-07-07,76,65,71,-3,55,61,423,2000,0.0,29.24,29.88,5.9,7,7.5,-6,74,2009,7,7,28,1
1,2009-07-08,65,61,63,-10,56,59,424,2000,0.06,29.28,29.99,6.8,6,7.0,2,73,2009,7,8,28,2
2,2009-07-08,68,62,65,-10,55,59,424,2000,0.17,29.34,29.98,7.0,8,7.4,0,75,2009,7,8,28,2
1,2009-07-09,79,59,69,-4,57,63,425,2000,0.0,29.35,30.07,5.8,11,6.9,-4,73,2009,7,9,28,3
2,2009-07-09,80,63,72,-3,58,64,425,2000,0.0,29.41,30.05,6.5,10,7.3,-7,75,2009,7,9,28,3
1,2009-07-10,82,63,73,0,64,67,425,2000,0.08,29.34,30.06,4.4,21,4.9,-8,73,2009,7,10,28,4
2,2009-07-10,84,67,76,1,65,68,425,2000,0.12,29.41,30.04,3.6,21,4.6,-11,75,2009,7,10,28,4
1,2009-07-11,85,63,74,1,59,65,426,2000,0.25,29.34,30.04,4.8,31,7.0,-9,73,2009,7,11,28,5
2,2009-07-11,85,68,77,2,60,67,426,2000,1.12,29.39,30.02,5.9,29,7.6,-12,75,2009,7,11,28,5
1,2009-07-12,82,58,70,-3,51,60,427,2000,0.0,29.35,30.07,2.9,29,5.7,-5,73,2009,7,12,28,6
2,2009-07-12,82,60,71,-4,50,60,427,2000,0.0,29.41,30.05,1.9,33,5.2,-6,75,2009,7,12,28,6
1,2009-07-13,79,61,70,-3,46,57,428,2000,0.0,29.36,30.07,4.8,7,5.8,-5,73,2009,7,13,29,0
2,2009-07-13,78,66,72,-3,48,59,428,2000,0.0,29.41,30.05,5.8,7,7.4,-7,75,2009,7,13,29,0
1,2009-07-14,80,55,68,-5,51,59,428,2000,0.0,29.34,30.07,6.7,16,7.5,-3,73,2009,7,14,29,1
2,2009-07-14,81,60,71,-4,49,60,428,2000,0.0,29.41,30.06,7.5,16,7.7,-6,75,2009,7,14,29,1
1,2009-07-15,85,65,75,1,62,67,429,2000,0.68,29.18,29.9,10.0,24,12.4,-10,74,2009,7,15,29,2
2,2009-07-15,86,67,77,1,62,67,429,2000,0.32,29.23,29.88,10.0,25,13.8,-12,76,2009,7,15,29,2
1,2009-07-16,80,64,72,-2,56,62,430,2000,0.0,29.17,29.89,9.9,28,10.8,-7,74,2009,7,16,29,3
2,2009-07-16,82,65,74,-2,57,63,430,2000,0.17,29.23,29.88,9.6,28,10.3,-9,76,2009,7,16,29,3
1,2009-07-17,70,57,64,-10,51,56,431,2000,0.0,29.15,29.87,10.6,30,10.8,1,74,2009,7,17,29,4
2,2009-07-17,70,58,64,-12,52,57,431,2000,0.0,29.21,29.86,10.1,29,10.4,1,76,2009,7,17,29,4
1,2009-07-18,72,57,65,-9,52,57,432,2000,0.0,29.31,30.01,8.1,31,8.2,0,74,2009,7,18,29,5
2,2009-07-18,73,58,66,-10,52,58,432,2000,0.0,29.36,30.0,6.6,32,7.1,-1,76,2009,7,18,29,5
1,2009-07-19,71,57,64,-10,52,58,433,2000,0.0,29.39,30.11,1.3,36,4.0,1,74,2009,7,19,29,6
2,2009-07-19,73,60,67,-9,53,59,433,2000,0.0,29.45,30.1,1.4,4,4.6,-2,76,2009,7,19,29,6
1,2009-07-20,76,55,66,-8,55,60,433,2000,0.0,29.36,30.09,5.1,9,5.5,-1,74,2009,7,20,30,0
2,2009-07-20,76,59,68,-8,56,61,433,2000,0.0,29.42,30.08,6.2,10,6.5,-3,76,2009,7,20,30,0
1,2009-07-21,80,58,69,-5,57,62,434,2000,0.04,29.28,30.01,3.1,13,5.8,-4,74,2009,7,21,30,1
2,2009-07-21,82,64,73,-3,56,63,434,2000,0.0,29.33,29.99,4.9,14,6.3,-8,76,2009,7,21,30,1
1,2009-07-22,78,63,71,-3,61,64,435,2000,0.0,29.23,29.95,3.5,3,5.0,-6,74,2009,7,22,30,2
2,2009-07-22,79,66,73,-3,59,64,435,2000,0.0,29.28,29.93,2.8,11,5.9,-8,76,2009,7,22,30,2
1,2009-07-23,82,62,72,-2,58,63,436,2000,0.0,29.21,29.93,2.6,32,5.0,-7,74,2009,7,23,30,3
2,2009-07-23,79,63,71,-5,60,64,436,2000,0.1,29.26,29.91,1.7,1,6.0,-6,76,2009,7,23,30,3
1,2009-07-24,83,61,72,-2,59,64,437,2000,0.14,29.08,29.83,8.9,23,9.8,-7,74,2009,7,24,30,4
2,2009-07-24,83,62,73,-3,60,65,437,2000,0.19,29.14,29.82,8.7,23,9.6,-8,76,2009,7,24,30,4
1,2009-07-25,81,66,74,0,58,64,438,2000,0.0,29.02,29.73,10.6,28,11.1,-9,74,2009,7,25,30,5
2,2009-07-25,81,66,74,-2,59,65,438,2000,0.0,29.08,29.71,10.8,27,11.5,-9,76,2009,7,25,30,5
1,2009-07-26,82,63,73,-1,58,64,439,2000,0.0,29.13,29.82,8.0,29,8.6,-8,74,2009,7,26,30,6
2,2009-07-26,82,64,73,-3,59,65,439,2000,0.0,29.18,29.8,9.1,29,9.4,-8,76,2009,7,26,30,6
1,2009-07-27,84,64,74,0,61,66,440,2000,0.02,29.13,29.86,9.3,23,10.1,-9,74,2009,7,27,31,0
