,lot_area,alley,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,condition_2,overall_qual,overall_cond,year_remod/add,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,central_air,electrical,gr_liv_area,kitchen_qual,functional,fireplaces,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,fence,saleprice,age,pool,rm_count,bath_count,num_floors,porch_area
387,12228,0,3.0,Lvl,Corner,0.0,NridgHt,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,5.0,4.0,1.0,1.0,1.0,1721.0,GasA,1,5.0,1740,3.0,7.0,0,874.0,3.0,3.0,2.0,0,0,293000,0,0,5,2.0,1.0,43
388,10335,0,2.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,6,1,Plywood,Plywood,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,1.0,1461.0,GasA,1,5.0,1721,2.0,6.0,1,440.0,3.0,3.0,2.0,0,1,180000,38,0,4,2.5,1.0,276
389,12328,0,2.0,Lvl,Inside,0.0,Mitchel,Norm,Norm,6,5,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,3.0,6.0,1.0,1012.0,GasA,1,5.0,1034,2.0,7.0,0,888.0,3.0,3.0,2.0,0,0,169900,34,0,4,2.0,0.0,0
390,8930,0,3.0,Lvl,Inside,0.0,Sawyer,RRAe,Norm,6,5,0,VinylSd,VinylSd,2.0,2.0,Slab,0.0,0.0,0.0,0.0,0.0,0.0,GasA,1,5.0,1902,2.0,7.0,0,539.0,3.0,3.0,2.0,0,0,112000,32,0,6,2.0,1.5,0
391,9672,0,3.0,Lvl,Corner,0.0,SawyerW,Norm,Norm,6,5,1,HdBoard,Plywood,2.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1040.0,GasA,1,5.0,1097,2.0,7.0,0,480.0,3.0,3.0,2.0,0,1,152000,26,0,4,2.0,1.0,0
392,13975,0,2.0,Lvl,Corner,0.0,NridgHt,Norm,Norm,9,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,1.0,1.0,1090.0,GasA,1,5.0,2206,4.0,7.0,1,670.0,3.0,3.0,2.0,148,0,300000,1,0,5,2.5,2.0,95
393,7819,0,3.0,Lvl,Inside,0.0,Edwards,Norm,Norm,6,5,0,Plywood,Plywood,2.0,2.0,CBlock,3.0,3.0,3.0,5.0,4.0,1029.0,GasA,1,5.0,1117,2.0,7.0,1,672.0,3.0,3.0,2.0,144,1,107000,34,0,4,2.0,0.0,0
394,11340,0,3.0,Lvl,Inside,0.0,OldTown,Norm,Norm,4,6,1,VinylSd,AsbShng,2.0,2.0,PConc,3.0,3.0,1.0,1.0,1.0,777.0,GasA,1,5.0,2290,2.0,7.0,0,560.0,3.0,3.0,0.0,0,0,122500,125,0,6,2.0,2.0,114
395,1680,0,3.0,Lvl,Inside,0.0,BrDale,Norm,Norm,6,5,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,1.0,483.0,GasA,1,5.0,948,2.0,7.0,0,264.0,3.0,3.0,2.0,0,0,89000,34,0,3,1.5,2.0,0
396,6001,0,2.0,Bnk,Inside,1.0,SWISU,Norm,Norm,6,5,1,VinylSd,VinylSd,2.0,2.0,CBlock,2.0,3.0,1.0,2.0,1.0,600.0,GasA,0,5.0,919,2.0,7.0,0,231.0,3.0,3.0,2.0,0,1,95000,70,0,4,1.0,1.5,45
397,11700,0,3.0,Lvl,Inside,0.0,NWAmes,RRAn,Norm,6,6,0,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,912.0,GasA,1,5.0,1152,2.0,7.0,0,412.0,3.0,3.0,2.0,0,0,143450,39,0,4,2.5,1.0,126
398,12858,0,2.0,Lvl,Inside,0.0,NridgHt,Norm,Norm,9,5,1,VinylSd,VinylSd,4.0,2.0,PConc,5.0,3.0,1.0,1.0,1.0,1590.0,GasA,1,5.0,2334,4.0,7.0,1,751.0,3.0,3.0,2.0,144,0,376162,1,0,4,2.5,2.0,133
399,9300,0,3.0,Lvl,Inside,0.0,NAmes,Feedr,Norm,5,5,0,MetalSd,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,1.0,1268.0,GasA,1,5.0,1264,2.0,7.0,2,461.0,3.0,3.0,2.0,0,0,167500,50,0,4,2.0,1.0,143
400,7018,0,3.0,Bnk,Inside,0.0,SawyerW,Feedr,Norm,5,5,0,Plywood,Plywood,2.0,2.0,CBlock,4.0,3.0,3.0,6.0,1.0,1086.0,GasA,1,5.0,1224,2.0,7.0,2,528.0,3.0,3.0,2.0,120,0,153337,30,0,4,3.0,0.0,0
401,6629,0,3.0,Lvl,Inside,0.0,Edwards,Artery,Norm,6,6,1,Wd Sdng,Wd Sdng,2.0,3.0,BrkTil,3.0,3.0,1.0,4.0,1.0,672.0,GasA,0,5.0,1369,2.0,7.0,0,300.0,3.0,3.0,2.0,147,0,103600,84,0,4,3.0,2.0,0
402,10650,0,3.0,Lvl,Corner,0.0,CollgCr,Norm,Norm,5,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,4.0,3.0,2.0,5.0,894.0,GasA,1,5.0,894,2.0,7.0,0,308.0,3.0,3.0,2.0,365,1,128200,34,0,4,2.0,1.0,0
403,2117,0,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,6,5,0,MetalSd,MetalSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,756.0,GasA,1,5.0,1573,3.0,7.0,0,440.0,3.0,3.0,2.0,0,0,177500,10,0,4,2.5,2.0,32
404,13650,0,3.0,Lvl,Corner,0.0,NridgHt,Norm,Norm,8,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,4.0,6.0,1.0,1671.0,GasA,1,5.0,2250,3.0,7.0,1,756.0,3.0,3.0,2.0,238,0,320000,8,0,4,3.5,2.0,130
405,8433,0,2.0,Lvl,Inside,0.0,Gilbert,Norm,Norm,6,5,0,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,794.0,GasA,1,5.0,1514,2.0,7.0,1,394.0,3.0,3.0,2.0,0,0,190000,9,0,4,3.5,2.0,72
406,1680,0,3.0,Lvl,Inside,0.0,BrDale,Norm,Norm,6,5,0,CemntBd,CmentBd,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,672.0,GasA,1,5.0,1218,2.0,7.0,0,0.0,0.0,0.0,0.0,201,0,91500,35,0,4,1.5,2.0,0
407,6000,0,3.0,Lvl,Inside,0.0,OldTown,Norm,Norm,5,4,0,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,811.0,GasA,1,4.0,1387,3.0,7.0,0,256.0,3.0,3.0,2.0,0,0,93000,55,0,5,2.0,1.5,0
408,8500,1,3.0,Lvl,Inside,0.0,IDOTRR,Feedr,Norm,4,4,1,BrkFace,BrkFace,2.0,1.0,BrkTil,3.0,3.0,1.0,1.0,1.0,649.0,GasA,0,5.0,1317,2.0,7.0,0,250.0,3.0,2.0,0.0,0,1,40000,88,0,4,1.0,2.0,226
409,6882,0,3.0,Lvl,Inside,0.0,IDOTRR,Norm,Norm,6,7,1,Wd Sdng,Wd Sdng,2.0,2.0,PConc,3.0,3.0,1.0,1.0,1.0,684.0,GasA,1,5.0,1355,3.0,7.0,0,0.0,0.0,0.0,2.0,136,0,127000,93,0,4,1.5,2.0,115
410,8712,0,3.0,Lvl,Corner,0.0,IDOTRR,Norm,Norm,4,7,1,Wd Sdng,Wd Sdng,1.0,1.0,CBlock,3.0,3.0,1.0,1.0,1.0,756.0,GasA,1,5.0,952,2.0,7.0,0,330.0,3.0,3.0,0.0,0,0,50138,114,0,4,1.0,1.0,265
411,7917,0,2.0,Lvl,Corner,0.0,Edwards,Norm,Norm,6,7,0,HdBoard,HdBoard,2.0,3.0,CBlock,3.0,4.0,1.0,4.0,1.0,1143.0,GasA,1,5.0,1113,2.0,7.0,1,504.0,3.0,4.0,2.0,370,1,148000,31,0,4,2.5,1.0,30
412,6900,0,3.0,Lvl,Inside,0.0,IDOTRR,Norm,Norm,5,6,1,VinylSd,VinylSd,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,3.0,740.0,GasA,1,5.0,778,2.0,7.0,1,924.0,5.0,5.0,2.0,0,0,120500,68,0,3,1.0,1.0,25
413,9900,0,3.0,Lvl,Inside,0.0,SWISU,Norm,Norm,6,7,1,VinylSd,VinylSd,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,1.0,778.0,GasA,1,5.0,1489,2.0,7.0,1,240.0,3.0,3.0,2.0,335,1,139500,69,0,4,2.0,1.5,0
414,13286,0,2.0,Lvl,Inside,0.0,Edwards,Norm,Norm,9,5,1,CemntBd,CmentBd,4.0,2.0,PConc,5.0,3.0,1.0,6.0,1.0,1698.0,GasA,1,5.0,1698,4.0,7.0,1,768.0,3.0,3.0,2.0,327,0,320000,2,0,4,3.0,1.0,64
415,12888,0,3.0,Bnk,Inside,0.0,Sawyer,Feedr,Norm,7,8,1,Wd Sdng,Wd Sdng,2.0,3.0,CBlock,3.0,3.0,1.0,5.0,1.0,1005.0,GasA,1,5.0,2267,2.0,7.0,2,498.0,3.0,3.0,2.0,521,0,219000,70,0,4,2.5,2.0,0
416,8885,0,2.0,Low,Inside,1.0,Mitchel,Norm,Norm,5,5,0,HdBoard,HdBoard,2.0,2.0,CBlock,4.0,3.0,3.0,4.0,5.0,864.0,GasA,1,5.0,902,2.0,7.0,0,484.0,3.0,3.0,2.0,164,1,131000,23,0,3,2.0,1.0,0
417,8857,0,2.0,Lvl,Inside,0.0,Gilbert,Norm,Norm,6,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,738.0,GasA,1,5.0,1495,3.0,7.0,1,440.0,3.0,3.0,2.0,100,0,171925,1,0,4,2.5,2.0,30
418,14137,0,2.0,Lvl,Inside,0.0,Gilbert,Norm,Norm,5,5,1,HdBoard,HdBoard,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1348.0,GasA,1,5.0,1384,3.0,7.0,0,404.0,3.0,3.0,2.0,0,0,177900,12,0,4,3.0,1.0,39
419,6720,0,3.0,Lvl,Inside,0.0,Crawfor,Norm,Norm,6,7,1,VinylSd,VinylSd,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,1.0,585.0,GasA,0,5.0,1436,2.0,7.0,1,228.0,3.0,3.0,2.0,184,0,141500,86,0,4,1.0,2.0,0
420,7500,0,3.0,Lvl,Inside,0.0,Gilbert,Norm,Norm,6,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,952.0,GasA,1,5.0,1636,2.0,7.0,1,440.0,3.0,3.0,2.0,0,0,191000,11,0,4,3.5,2.0,84
421,13072,0,3.0,Lvl,Inside,0.0,SawyerW,RRAe,Norm,6,5,0,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,1.0,5.0,1.0,1158.0,GasA,1,5.0,1158,3.0,7.0,0,576.0,3.0,3.0,2.0,0,0,158000,2,0,4,2.5,1.0,50
422,10656,0,2.0,HLS,Inside,0.0,Timber,Norm,Norm,8,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,1.0,1.0,1638.0,GasA,1,5.0,1646,3.0,7.0,1,870.0,3.0,3.0,2.0,192,0,248900,1,0,4,2.0,1.0,80
423,7200,0,3.0,Lvl,Corner,0.0,SWISU,Feedr,Norm,5,7,1,Wd Sdng,Wd Sdng,2.0,2.0,BrkTil,4.0,3.0,1.0,5.0,1.0,731.0,GasA,1,5.0,1768,3.0,7.0,2,240.0,3.0,3.0,2.0,0,1,175000,70,0,4,2.5,1.5,264
424,8800,0,3.0,Lvl,Inside,0.0,NAmes,RRAn,Norm,6,7,1,BrkFace,VinylSd,2.0,3.0,PConc,3.0,3.0,2.0,5.0,4.0,1187.0,GasA,1,5.0,1565,3.0,6.0,2,299.0,3.0,3.0,2.0,200,1,185900,41,0,4,3.0,1.0,236
425,10800,0,3.0,Lvl,Inside,0.0,OldTown,Norm,Norm,7,7,1,Wd Sdng,Wd Sdng,2.0,2.0,BrkTil,4.0,3.0,2.0,3.0,1.0,880.0,GasW,0,5.0,1768,2.0,7.0,2,320.0,3.0,3.0,0.0,0,0,163000,92,0,3,1.5,0.0,341
426,9000,0,3.0,Lvl,Inside,0.0,IDOTRR,Norm,Norm,5,6,0,WdShing,Wd Shng,1.0,1.0,CBlock,3.0,3.0,2.0,1.0,1.0,660.0,GasA,0,5.0,1396,2.0,5.0,0,0.0,0.0,0.0,2.0,0,0,115000,55,0,6,2.0,1.5,0
427,13014,0,3.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,6,5,0,HdBoard,Plywood,2.0,2.0,CBlock,3.0,3.0,3.0,5.0,1.0,1008.0,GasA,1,5.0,1096,2.0,7.0,1,484.0,3.0,3.0,2.0,168,0,157500,30,0,4,2.0,0.0,0
428,15896,0,1.0,Lvl,CulDSac,0.0,Gilbert,RRNn,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,5.0,1.0,1177.0,GasA,1,5.0,2312,3.0,7.0,1,658.0,3.0,3.0,2.0,298,0,245000,10,0,5,3.5,2.0,0
429,5395,0,2.0,HLS,Inside,0.0,StoneBr,Norm,Norm,8,5,0,HdBoard,HdBoard,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1337.0,GasA,1,5.0,1337,3.0,7.0,1,462.0,3.0,3.0,2.0,96,0,180000,15,0,3,3.0,1.0,238
430,5105,0,1.0,Lvl,FR2,0.0,Somerst,Norm,Norm,7,5,0,MetalSd,MetalSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,551.0,GasA,1,5.0,1102,3.0,7.0,0,480.0,3.0,3.0,2.0,0,0,148800,3,0,3,2.5,2.0,60
431,9473,0,3.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,8,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1128.0,GasA,1,5.0,2031,3.0,7.0,1,577.0,3.0,3.0,2.0,0,0,237000,6,0,4,3.5,2.0,211
432,8400,0,3.0,Bnk,Inside,0.0,SWISU,Norm,Norm,2,5,1,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,2.0,1.0,3.0,1.0,290.0,GasA,0,3.0,438,1.0,7.0,0,246.0,3.0,3.0,0.0,0,0,60000,89,0,2,1.0,1.0,0
433,12102,0,3.0,Lvl,Inside,0.0,Edwards,Norm,Norm,5,5,0,HdBoard,Plywood,2.0,2.0,CBlock,4.0,4.0,4.0,5.0,1.0,456.0,GasA,1,5.0,1033,2.0,7.0,0,504.0,2.0,3.0,2.0,224,0,165000,32,0,4,1.5,0.0,0
434,10905,0,1.0,Lvl,CulDSac,0.0,CollgCr,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1129.0,GasA,1,5.0,2327,3.0,7.0,1,596.0,3.0,3.0,2.0,0,0,240000,5,0,5,2.5,2.0,57
435,9556,0,2.0,Lvl,Corner,0.0,Gilbert,Norm,Norm,7,5,1,HdBoard,HdBoard,2.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1168.0,GasA,1,5.0,1187,3.0,7.0,0,420.0,3.0,3.0,2.0,0,0,160000,15,0,4,2.0,1.0,21
436,6430,0,3.0,Bnk,Corner,0.0,SWISU,Feedr,Norm,6,6,1,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,3.0,4.0,1.0,780.0,GasA,0,3.0,1340,2.0,7.0,0,440.0,3.0,3.0,2.0,0,0,128000,61,0,4,2.0,1.5,0
437,6040,0,3.0,Lvl,Inside,0.0,Edwards,Norm,Norm,4,5,0,AsbShng,Plywood,2.0,2.0,PConc,0.0,0.0,0.0,0.0,0.0,0.0,GasA,0,2.0,1152,1.0,7.0,0,0.0,0.0,0.0,0.0,0,0,82000,53,0,4,2.0,1.0,0
438,14695,0,2.0,Lvl,Inside,0.0,NAmes,Norm,Norm,6,8,1,MetalSd,MetalSd,2.0,3.0,CBlock,3.0,3.0,1.0,5.0,1.0,1562.0,GasA,1,5.0,1567,3.0,7.0,2,542.0,3.0,3.0,2.0,0,1,256000,43,0,3,3.0,1.0,452
439,9000,0,3.0,Lvl,Inside,0.0,OldTown,Artery,Norm,7,9,1,VinylSd,VinylSd,2.0,3.0,PConc,3.0,3.0,1.0,5.0,1.0,650.0,GasA,1,5.0,1482,2.0,7.0,0,324.0,3.0,3.0,2.0,0,0,143000,89,0,4,1.5,2.0,0
440,8368,0,2.0,HLS,Inside,0.0,Timber,Norm,Norm,7,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1689.0,GasA,1,5.0,1689,3.0,7.0,0,433.0,3.0,3.0,2.0,100,0,231713,1,0,4,2.0,1.0,39
441,41600,0,2.0,Lvl,FR2,0.0,Gilbert,Norm,Norm,5,5,1,HdBoard,HdBoard,2.0,2.0,CBlock,4.0,3.0,4.0,5.0,1.0,1100.0,GasW,1,5.0,1424,2.0,4.0,0,828.0,3.0,3.0,0.0,144,0,155000,38,0,4,2.5,1.0,0
442,6490,0,3.0,Lvl,Inside,0.0,Mitchel,Norm,Norm,5,7,0,VinylSd,VinylSd,2.0,3.0,CBlock,3.0,3.0,1.0,6.0,1.0,816.0,GasA,1,5.0,816,2.0,7.0,0,264.0,3.0,3.0,2.0,315,1,128500,25,0,3,1.5,1.0,0
443,7290,0,3.0,Lvl,Corner,0.0,SWISU,Norm,Norm,7,8,1,WdShing,Wd Shng,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,1.0,1228.0,GasA,1,5.0,1424,2.0,7.0,1,312.0,3.0,3.0,2.0,0,0,168000,87,0,3,2.0,1.0,90
444,7472,0,2.0,Lvl,CulDSac,0.0,NAmes,Norm,Norm,7,9,1,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,1.0,725.0,GasA,1,5.0,1479,3.0,7.0,0,484.0,3.0,3.0,2.0,0,0,184000,35,0,5,2.5,2.0,32
445,7000,0,3.0,Lvl,Inside,0.0,NAmes,Artery,Norm,5,5,0,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,3.0,5.0,1.0,1025.0,GasA,1,5.0,1025,2.0,7.0,0,0.0,0.0,0.0,2.0,96,0,124000,44,0,4,2.0,0.0,80
446,11717,0,2.0,Lvl,Inside,0.0,NWAmes,PosA,Norm,6,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,1442.0,GasA,1,5.0,1442,2.0,7.0,1,615.0,3.0,3.0,2.0,371,0,185000,39,0,3,2.0,1.0,0
447,11194,0,2.0,Lvl,Corner,0.0,Gilbert,Norm,Norm,8,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1406.0,GasA,1,5.0,1936,3.0,7.0,1,504.0,3.0,3.0,2.0,188,0,230500,6,0,4,2.5,2.0,124
448,11250,0,2.0,Lvl,Corner,0.0,CollgCr,Norm,Norm,7,5,0,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,2.0,5.0,1.0,1054.0,GasA,1,5.0,1939,3.0,7.0,1,555.0,3.0,3.0,2.0,128,0,227000,8,0,4,3.0,2.0,84
449,8633,0,3.0,Lvl,FR2,0.0,CollgCr,Norm,Norm,6,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,738.0,GasA,1,5.0,1476,3.0,7.0,0,540.0,3.0,3.0,2.0,100,0,173500,4,0,4,3.5,2.0,35
450,8400,0,3.0,Lvl,Inside,0.0,NAmes,Feedr,Norm,5,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,4.0,3.0,4.0,6.0,1.0,833.0,GasA,1,5.0,898,2.0,7.0,0,326.0,3.0,3.0,2.0,143,0,140000,38,0,4,2.0,0.0,0
451,10037,0,3.0,Lvl,Corner,0.0,Somerst,Feedr,Norm,8,5,1,VinylSd,VinylSd,3.0,2.0,PConc,5.0,3.0,1.0,6.0,1.0,1460.0,GasA,1,5.0,1460,3.0,7.0,1,480.0,3.0,3.0,2.0,0,0,247000,2,0,4,2.0,1.0,20
452,8014,0,2.0,Lvl,CulDSac,0.0,Sawyer,Norm,Norm,6,5,0,Plywood,HdBoard,2.0,2.0,CBlock,4.0,3.0,4.0,6.0,1.0,456.0,GasA,1,5.0,1034,2.0,7.0,1,504.0,3.0,3.0,2.0,0,0,149900,31,0,4,1.5,0.0,0
453,12250,0,2.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,5,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,4.0,3.0,2.0,5.0,1.0,864.0,GasA,1,5.0,1174,2.0,7.0,0,528.0,3.0,3.0,2.0,211,0,158000,30,0,4,2.0,1.0,280
454,2403,0,2.0,Lvl,FR2,0.0,Somerst,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,530.0,GasA,1,5.0,1080,3.0,7.0,0,496.0,3.0,3.0,2.0,0,0,147110,7,0,3,2.5,2.0,50
455,8600,0,3.0,Bnk,Inside,0.0,IDOTRR,Norm,Norm,6,6,1,MetalSd,MetalSd,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,1.0,780.0,GasA,1,5.0,1376,2.0,7.0,1,198.0,3.0,3.0,0.0,0,0,119500,69,0,4,2.0,1.5,0
456,13680,0,3.0,HLS,Inside,1.0,Crawfor,Norm,Norm,5,6,1,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,1.0,840.0,GasA,1,5.0,1567,2.0,5.0,2,440.0,3.0,3.0,2.0,0,1,205000,69,0,3,2.5,1.5,171
457,10800,1,3.0,Lvl,Inside,0.0,OldTown,Norm,Norm,5,9,1,Wd Sdng,HdBoard,2.0,3.0,CBlock,4.0,3.0,3.0,1.0,1.0,736.0,GasA,1,5.0,1534,3.0,7.0,0,0.0,0.0,0.0,0.0,0,0,148000,112,0,4,1.5,2.0,112
458,5389,0,2.0,Lvl,Inside,0.0,StoneBr,Norm,Norm,8,5,1,CemntBd,CmentBd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1595.0,GasA,1,5.0,1616,3.0,7.0,1,608.0,3.0,3.0,2.0,237,0,236500,15,0,3,3.0,1.0,152
459,10890,0,3.0,Lvl,Inside,0.0,SWISU,Norm,Norm,5,5,1,MetalSd,MetalSd,2.0,2.0,BrkTil,2.0,3.0,1.0,2.0,1.0,1058.0,GasA,1,5.0,1551,1.0,7.0,0,240.0,2.0,3.0,2.0,0,1,137000,68,0,4,3.0,1.5,0
460,9768,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,5,0,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,5.0,960.0,GasA,1,5.0,960,2.0,7.0,0,330.0,3.0,3.0,2.0,0,1,122000,54,0,3,2.0,1.0,70
461,8993,0,2.0,Lvl,Inside,0.0,Gilbert,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,1.0,1.0,1302.0,GasA,1,5.0,1302,3.0,7.0,0,436.0,3.0,3.0,2.0,0,0,176485,0,0,4,2.0,1.0,22
462,11672,1,1.0,Lvl,Inside,0.0,BrkSide,Norm,Norm,5,5,1,MetalSd,MetalSd,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,1.0,816.0,GasA,1,4.0,816,2.0,7.0,0,210.0,2.0,2.0,0.0,168,0,109000,81,0,3,1.0,1.0,112
463,9763,0,2.0,Lvl,Inside,0.0,GrnHill,Norm,Norm,7,5,0,Wd Sdng,Wd Sdng,3.0,2.0,PConc,4.0,3.0,1.0,6.0,5.0,1502.0,GasA,1,5.0,1502,3.0,7.0,1,286.0,3.0,3.0,2.0,0,0,330000,9,0,2,2.5,1.0,0
464,9836,1,3.0,Bnk,Inside,0.0,OldTown,Artery,Norm,6,5,0,VinylSd,VinylSd,2.0,2.0,PConc,3.0,3.0,1.0,6.0,1.0,192.0,GasA,0,5.0,1133,2.0,7.0,0,308.0,3.0,3.0,2.0,0,0,143000,0,0,4,2.0,1.0,175
465,10557,0,2.0,Lvl,Inside,0.0,NoRidge,Norm,Norm,9,5,0,MetalSd,MetalSd,3.0,2.0,PConc,5.0,3.0,4.0,6.0,1.0,1408.0,GasA,1,5.0,3078,3.0,7.0,1,806.0,3.0,3.0,2.0,108,0,410000,9,0,5,3.5,2.0,87
466,8462,0,2.0,Lvl,Inside,0.0,SawyerW,Norm,Norm,6,5,0,HdBoard,HdBoard,3.0,3.0,PConc,4.0,4.0,1.0,6.0,1.0,928.0,GasA,1,5.0,1721,3.0,7.0,0,471.0,3.0,3.0,2.0,300,0,201000,13,0,4,3.0,2.0,87
467,10818,1,3.0,Lvl,Inside,0.0,OldTown,Norm,Norm,4,4,1,VinylSd,VinylSd,2.0,2.0,BrkTil,2.0,3.0,1.0,1.0,1.0,1077.0,GasA,1,4.0,1760,2.0,7.0,1,648.0,2.0,3.0,2.0,120,0,80000,96,0,5,1.5,1.5,96
468,7259,0,2.0,Lvl,Inside,1.0,Crawfor,Norm,Norm,6,8,1,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,2.0,1028.0,GasA,1,5.0,2320,3.0,7.0,1,180.0,3.0,3.0,2.0,224,1,259500,62,0,4,3.5,2.0,0
469,11800,0,2.0,Lvl,Inside,0.0,Timber,Norm,Norm,7,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,4.0,6.0,1.0,1122.0,GasA,1,5.0,2486,3.0,7.0,1,452.0,3.0,3.0,2.0,143,0,279900,4,0,6,4.5,2.0,32
470,7500,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,7,1,BrkFace,BrkFace,2.0,2.0,CBlock,3.0,3.0,1.0,2.0,3.0,1246.0,GasA,1,5.0,1246,3.0,7.0,0,305.0,3.0,3.0,2.0,218,1,154000,51,0,4,2.5,1.0,0
471,159000,0,1.0,Low,CulDSac,2.0,ClearCr,Norm,Norm,6,7,1,Wd Sdng,HdBoard,3.0,2.0,CBlock,4.0,3.0,4.0,3.0,1.0,1444.0,GasA,1,5.0,2144,3.0,7.0,2,389.0,3.0,3.0,2.0,0,0,277000,49,0,5,2.5,1.5,98
472,6488,0,3.0,Lvl,Inside,0.0,Edwards,Norm,Norm,5,5,1,BrkFace,Wd Sdng,2.0,2.0,BrkTil,3.0,3.0,1.0,2.0,1.0,799.0,GasA,0,4.0,1150,2.0,4.0,2,215.0,3.0,3.0,2.0,264,0,128000,64,0,4,1.0,1.5,0
473,14230,0,3.0,Lvl,Corner,0.0,NridgHt,Norm,Norm,8,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1566.0,GasA,1,5.0,1600,3.0,7.0,1,890.0,3.0,3.0,2.0,0,0,256300,2,0,4,2.0,1.0,56
474,7810,0,2.0,HLS,Inside,0.0,Crawfor,Norm,Norm,4,6,1,AsbShng,CmentBd,2.0,3.0,BrkTil,3.0,4.0,1.0,6.0,1.0,930.0,GasA,1,5.0,1755,3.0,7.0,1,231.0,2.0,3.0,2.0,0,0,188000,77,0,5,2.0,1.5,40
